name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
vanilla milkshakes without ice cream,"This milkshake without ice cream is my favorite milkshake recipe of all time! Super-quick, easy, and tasty!",4.3,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '207', 'Carbs': '43g', 'Fat': '2g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/238627/vanilla-milkshakes-without-ice-cream/
caramel frosting,This caramel frosting is delicious. I have had this recipe for over 30 years. Cream may be substituted for the milk to add richness.,4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '93', 'Carbs': '19g', 'Fat': '2g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/7506/caramel-frosting-i/
english lemon curd,Lemony tart and just a little sweet. Wonderful on scones or croissants.,4.6,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': '8 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '48', 'soak_time': None, 'total_time': '53 mins', 'yield': '3 cups'}",[],[],unknown,unknown,"{'Calories': '61', 'Carbs': '5g', 'Fat': '5g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/256155/english-lemon-curd/
daddy's 'if they'da had this at the alamo we would'ha won!' texas chili,"This award-winning Texas chili recipe was created and named by my daddy, who was born and bred in Texas. It took some convincing, but I got him to allow me to share the recipe. We love it and hope you do, too. Enjoy!",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '2 hrs 10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '20', 'soak_time': None, 'total_time': '2 hrs 40 mins', 'yield': None}",[],[],"True Texans do not add beans to their chili, but my husband loves them. In Step 3, add as many drained and rinsed pinto beans as you wish. I add 2 cans, but shhhhhh, don't tell my Daddy!",unknown,"{'Calories': '512', 'Carbs': '12g', 'Fat': '36g', 'Protein': '35g'}",https://www.allrecipes.com/recipe/86915/daddys-if-theyda-had-this-at-the-alamo-we-wouldha-won-texas-chili/
roasted carrot and cauliflower curried soup,"This restaurant-quality carrot cauliflower soup is hearty and very tasty! I didn't have onions at home when I made this, and although the soup turned out really flavorful without them, I will probably add an onion or two next time. Garnish with basil, wonton noodles, and sour cream.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '1 hr 10 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '143', 'Carbs': '13g', 'Fat': '10g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/228566/roasted-carrot-and-cauliflower-curried-soup/
no-knead cinnamon and raisin bread,This no-knead cinnamon raisin bread can be made with just a few pantry items. It takes a little hands-on time to prepare and will make your house smell like a bakery.,4.8,"{'active_time': None, 'additional_time': '3 hrs', 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '3 hrs 50 mins', 'yield': '1 loaf'}",[],[],unknown,unknown,"{'Calories': '221', 'Carbs': '48g', 'Fat': '1g', 'Protein': '6g'}",https://www.allrecipes.com/recipe/280078/no-knead-cinnamon-and-raisin-bread/
leftover leg of lamb stew,"This stew is my favorite use of leftover lamb! Serve with egg noodles, pearl couscous, rice, mashed potatoes, or all by itself in a bowl.",0.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '2 hrs 30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '2 hrs 45 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '414', 'Carbs': '11g', 'Fat': '23g', 'Protein': '35g'}",https://www.allrecipes.com/recipe/284798/leftover-leg-of-lamb-stew/
spicy beef ramen,"For this spicy beef ramen recipe, if you partially freeze the steak, it will be a breeze to thinly slice. Then it'll need just a minute or two in boiling water for medium-rare. Garnish with bias-sliced green onions if preferred.",4.3,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '266', 'Carbs': '37g', 'Fat': '6g', 'Protein': '16g'}",https://www.allrecipes.com/recipe/274619/spicy-beef-ramen/
whimpies,"This whimpies recipe is my Mom's — she's the best cook in the world. This is a family favorite that freezes well, too!",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '352', 'Carbs': '22g', 'Fat': '21g', 'Protein': '21g'}",https://www.allrecipes.com/recipe/38530/whimpies/
down home baked beans,"This is a simple recipe for baked beans, and oh so good.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '11', 'soak_time': None, 'total_time': '1 hr 25 mins', 'yield': '10 to 12 servings'}",[],[],unknown,unknown,"{'Calories': '484', 'Carbs': '72g', 'Fat': '19g', 'Protein': '12g'}",https://www.allrecipes.com/recipe/24758/down-home-baked-beans/
creamy broccoli-chicken soup,"This creamy, hearty chicken broccoli soup lets you get dinner on the table in less than 30 minutes. ",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],Serve with a tossed green salad and soft breadsticks.,unknown,"{'Calories': '470', 'Carbs': '23g', 'Fat': '26g', 'Protein': '37g'}",https://www.allrecipes.com/recipe/236050/creamy-broccoli-chicken-soup/
hot baked reuben dip,"This pastrami dip sandwich is a twist on the classic Reuben. I used pastrami instead of corned beef, which is a little spicier. No matter which you use, you'll enjoy this truly delicious hot dip, which is great served warm or at room temperature.",4.7,"{'active_time': None, 'additional_time': '15 mins', 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '24', 'soak_time': None, 'total_time': '55 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '138', 'Carbs': '5g', 'Fat': '10g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/246255/hot-baked-reuben-dip/
cherry devil's food cake,This devil's food cake with cherry pie filling is the best you will ever eat but with a twist!,4.7,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 25 mins', 'yield': '1 (9x13-inch) cake'}",[],[],unknown,unknown,"{'Calories': '468', 'Carbs': '64g', 'Fat': '22g', 'Protein': '6g'}",https://www.allrecipes.com/recipe/245744/cherry-devils-food-cake/
duck sauce,"This homemade duck sauce is made with chopped plums, apple juice, apricot preserves, soy sauce, and a pinch of garlic and mustard. I made this after trying lots of other duck sauce recipes and I think it's the best!",4.6,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '24', 'soak_time': None, 'total_time': '1 hr 35 mins', 'yield': '3 cups'}",[],[],unknown,unknown,"{'Calories': '41', 'Carbs': '10g', 'Fat': '0g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/67532/duck-sauce/
st. patrick's day deviled eggs,"I wanted a great green deviled eggs recipe for St. Patty's Day but couldn't find one, so I came up with this. Hopefully, everyone will get into the St. Patrick's spirit with these deviled eggs!",3.4,"{'active_time': None, 'additional_time': '40 mins', 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': '24 deviled egg halves'}",[],[],unknown,unknown,"{'Calories': '119', 'Carbs': '3g', 'Fat': '9g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/220458/st-patricks-day-deviled-eggs/
crisp marinated cucumbers,I absolutely love marinated cucumbers! This is my grandma's recipe. It's great to make and eat during the warmer months or at any family get-together.,4.7,"{'active_time': None, 'additional_time': '8 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '8 hrs 10 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '116', 'Carbs': '29g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/230134/crisp-marinated-cucumbers/
vegetarian mulligatawny soup,This vegetarian mulligatawny soup is tasty and quick to make. It's a meatless version of the popular Indian soup. Excellent with naan (Indian flatbread) or served over rice.,4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '50 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '342', 'Carbs': '42g', 'Fat': '15g', 'Protein': '13g'}",https://www.allrecipes.com/recipe/278645/vegetarian-mulligatawny-soup/
easy wonton soup,"This is an easy wonton soup for anyone looking for a base recipe. You can add more elaborate ingredients to the soup such as mushrooms, spinach, bok choy, celery, prawns, BBQ pork, etc. Or just enjoy its simplicity the way it is!",4.8,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '310', 'Carbs': '35g', 'Fat': '10g', 'Protein': '18g'}",https://www.allrecipes.com/recipe/279266/easy-wonton-soup/
corned beef and cabbage,"This corned beef and cabbage recipe is something my mother has been making for years. She has no idea where the recipe came from, but it is absolutely the best. Easy and quick — enjoy!",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '4 hrs', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '4 hrs 20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '482', 'Carbs': '17g', 'Fat': '34g', 'Protein': '28g'}",https://www.allrecipes.com/recipe/57905/corned-beef-and-cabbage-ii/
japanese-style fluffy pancakes,"This Japanese-style pancake recipe makes fluffy pancakes that are so delicious, you might eat them without butter or syrup. The recipe is so simple that anyone can make it. Serve them right from the griddle or pan.",4.1,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '282', 'Carbs': '52g', 'Fat': '4g', 'Protein': '9g'}",https://www.allrecipes.com/recipe/263960/japanese-style-fluffy-pancakes/
chicken and white bean chili,"This white bean chicken chili recipe is one my family really enjoys. It's a light, spicy soup that's great in any season. For spicier tastes, add more cayenne or your favorite hot sauce. Serve with crackers, cheddar cheese, or sour cream.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr', 'yield': None}",[],[],unknown,unknown,"{'Calories': '298', 'Carbs': '28g', 'Fat': '7g', 'Protein': '31g'}",https://www.allrecipes.com/recipe/239780/chicken-and-white-bean-chili/
air fryer chicken piccata,This air fryer chicken piccata features tender chicken fillets with a crispy breaded crust topped with a simple lemon-butter sauce infused with tangy capers.,4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '40 mins', 'yield': None}",[],[],You can use chicken tenderloins instead of breasts.,unknown,"{'Calories': '322', 'Carbs': '15g', 'Fat': '14g', 'Protein': '33g'}",https://www.allrecipes.com/recipe/284597/air-fryer-chicken-piccata/
lentil soup with lemon,"This lentil soup with lemon is made with chicken broth, carrot, onion, some spices, and a splash of lemon juice. It's delicious!",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '1 hr 5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '351', 'Carbs': '38g', 'Fat': '16g', 'Protein': '15g'}",https://www.allrecipes.com/recipe/160051/lentil-soup-with-lemon/
deep-dish cast iron pizza,"Baked in a cast iron skillet, this deep-dish pizza has a buttery, thick, and chewy pizza crust. The toppings are substantial but not so overwhelming that the dough won't cook. If you cook the sausage while the dough is proofing, you'll be ready to assemble the pizza that much faster. This pairs perfectly with a Caesar salad. Pizza never tasted so good! ",4.5,"{'active_time': None, 'additional_time': '55 mins', 'bake_time': None, 'cook_time': '40 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs', 'yield': '1 12-inch pizza'}",[],[],"My cast iron skillet is 12 inches. If yours is smaller, you will have excess dough. Please do NOT try making this in a regular skillet. This recipe is meant for a cast iron skillet, and I can't promise similar results if you attempt to make it in a regular skillet.",unknown,"{'Calories': '401', 'Carbs': '51g', 'Fat': '16g', 'Protein': '13g'}",https://www.allrecipes.com/recipe/223075/deep-dish-cast-iron-pizza/
